trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
1,False,"{'a': 0.5, 'e': 0.9900498337491681}",20,0,-139.21045265052524,"{0: 8, 1: 2, 2: 8, 3: 1, 4: 1}",1
2,False,"{'a': 0.5, 'e': 0.9801986733067553}",20,0,-80.98700839372486,"{0: 9, 1: 4, 2: 7, 3: 0, 4: 0}",0
3,False,"{'a': 0.5, 'e': 0.9704455335485082}",30,3,-67.50205995261814,"{0: 20, 1: 2, 2: 3, 3: 1, 4: 1}",1
4,False,"{'a': 0.5, 'e': 0.9607894391523232}",25,0,-133.0204440033187,"{0: 15, 1: 1, 2: 6, 3: 2, 4: 1}",0
5,False,"{'a': 0.5, 'e': 0.951229424500714}",20,0,-121.36831133577198,"{0: 11, 1: 3, 2: 4, 3: 0, 4: 2}",0
6,False,"{'a': 0.5, 'e': 0.9417645335842487}",25,0,-47.968453922197455,"{0: 18, 1: 2, 2: 4, 3: 1, 4: 0}",0
7,False,"{'a': 0.5, 'e': 0.9323938199059483}",20,0,-96.47182818189357,"{0: 11, 1: 2, 2: 6, 3: 0, 4: 1}",0
8,False,"{'a': 0.5, 'e': 0.9231163463866358}",20,0,-161.33338214197812,"{0: 8, 1: 4, 2: 5, 3: 1, 4: 2}",0
9,False,"{'a': 0.5, 'e': 0.9139311852712282}",20,0,-63.6007544907333,"{0: 13, 1: 3, 2: 3, 3: 0, 4: 1}",0
10,False,"{'a': 0.5, 'e': 0.9048374180359595}",25,3,-48.84323584345982,"{0: 17, 1: 2, 2: 2, 3: 0, 4: 1}",1
11,False,"{'a': 0.5, 'e': 0.8958341352965282}",30,0,-246.5715904301404,"{0: 16, 1: 3, 2: 5, 3: 2, 4: 4}",0
12,False,"{'a': 0.5, 'e': 0.8869204367171575}",20,0,-86.34747449523415,"{0: 13, 1: 2, 2: 3, 3: 1, 4: 1}",0
13,False,"{'a': 0.5, 'e': 0.8780954309205613}",25,0,-190.86018608249174,"{0: 12, 1: 5, 2: 4, 3: 1, 4: 3}",0
14,False,"{'a': 0.5, 'e': 0.8693582353988059}",20,0,-147.87601768226378,"{0: 9, 1: 4, 2: 4, 3: 1, 4: 2}",0
15,False,"{'a': 0.5, 'e': 0.8607079764250578}",25,1,-74.30252603982821,"{0: 17, 1: 2, 2: 3, 3: 1, 4: 1}",1
16,False,"{'a': 0.5, 'e': 0.8521437889662113}",20,0,-187.7964305864169,"{0: 11, 1: 0, 2: 4, 3: 2, 4: 3}",0
17,False,"{'a': 0.5, 'e': 0.8436648165963837}",35,0,-131.84154564375527,"{0: 22, 1: 5, 2: 5, 3: 2, 4: 1}",0
18,False,"{'a': 0.5, 'e': 0.835270211411272}",20,0,-37.52715695229763,"{0: 15, 1: 1, 2: 3, 3: 1, 4: 0}",0
19,False,"{'a': 0.5, 'e': 0.8269591339433623}",30,0,-116.92749365019088,"{0: 18, 1: 2, 2: 7, 3: 3, 4: 0}",0
20,False,"{'a': 0.5, 'e': 0.8187307530779818}",20,6,-42.289717500115266,"{0: 8, 1: 3, 2: 2, 3: 1, 4: 0}",1
21,False,"{'a': 0.5, 'e': 0.8105842459701871}",30,0,-162.92069255435393,"{0: 19, 1: 1, 2: 6, 3: 2, 4: 2}",0
22,False,"{'a': 0.5, 'e': 0.8025187979624785}",20,0,-53.69918238725207,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 1}",0
23,False,"{'a': 0.5, 'e': 0.794533602503334}",25,9,-38.21880415164998,"{0: 9, 1: 4, 2: 3, 3: 0, 4: 0}",1
24,False,"{'a': 0.5, 'e': 0.7866278610665535}",20,0,-163.43451959494578,"{0: 11, 1: 3, 2: 2, 3: 1, 4: 3}",0
25,False,"{'a': 0.5, 'e': 0.7788007830714049}",25,0,-123.05090430326234,"{0: 17, 1: 1, 2: 4, 3: 1, 4: 2}",0
26,False,"{'a': 0.5, 'e': 0.7710515858035663}",20,2,-150.90755483652387,"{0: 9, 1: 4, 2: 2, 3: 0, 4: 3}",1
27,False,"{'a': 0.5, 'e': 0.7633794943368531}",20,0,-67.18651486825671,"{0: 12, 1: 2, 2: 5, 3: 1, 4: 0}",0
28,False,"{'a': 0.5, 'e': 0.7557837414557255}",20,8,6.174839913120735,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
29,False,"{'a': 0.5, 'e': 0.7482635675785653}",20,0,-75.88442657988428,"{0: 13, 1: 3, 2: 2, 3: 1, 4: 1}",0
30,False,"{'a': 0.5, 'e': 0.7408182206817179}",20,0,-35.35254513112205,"{0: 14, 1: 1, 2: 5, 3: 0, 4: 0}",0
31,False,"{'a': 0.5, 'e': 0.7334469562242892}",25,4,-110.03488016767382,"{0: 16, 1: 0, 2: 1, 3: 2, 4: 2}",1
32,False,"{'a': 0.5, 'e': 0.7261490370736909}",20,0,-107.98878321123168,"{0: 14, 1: 1, 2: 2, 3: 1, 4: 2}",0
33,False,"{'a': 0.5, 'e': 0.7189237334319262}",35,4,-121.11720563523522,"{0: 23, 1: 2, 2: 2, 3: 2, 4: 2}",1
34,False,"{'a': 0.5, 'e': 0.7117703227626097}",20,0,-10.399225221614767,"{0: 16, 1: 2, 2: 2, 3: 0, 4: 0}",0
35,False,"{'a': 0.5, 'e': 0.7046880897187134}",25,11,-53.3936822341542,"{0: 10, 1: 2, 2: 0, 3: 1, 4: 1}",1
36,False,"{'a': 0.5, 'e': 0.697676326071031}",35,0,-137.12086521545552,"{0: 23, 1: 5, 2: 2, 3: 4, 4: 1}",0
37,False,"{'a': 0.5, 'e': 0.6907343306373547}",25,0,-61.04117071017542,"{0: 20, 1: 1, 2: 2, 3: 1, 4: 1}",0
38,False,"{'a': 0.5, 'e': 0.6838614092123558}",35,17,-83.75608156098824,"{0: 13, 1: 1, 2: 2, 3: 0, 4: 2}",1
39,False,"{'a': 0.5, 'e': 0.6770568744981647}",20,0,-120.34143520755384,"{0: 12, 1: 1, 2: 5, 3: 0, 4: 2}",0
40,False,"{'a': 0.5, 'e': 0.6703200460356393}",20,0,-87.53718503897504,"{0: 13, 1: 1, 2: 4, 3: 1, 4: 1}",0
41,False,"{'a': 0.5, 'e': 0.6636502501363194}",25,0,-74.01945230117322,"{0: 18, 1: 2, 2: 3, 3: 1, 4: 1}",0
42,False,"{'a': 0.5, 'e': 0.6570468198150567}",20,8,-0.5434260823333192,"{0: 10, 1: 1, 2: 1, 3: 0, 4: 0}",1
43,False,"{'a': 0.5, 'e': 0.6505090947233165}",30,0,-38.349467585643175,"{0: 21, 1: 6, 2: 2, 3: 1, 4: 0}",0
44,False,"{'a': 0.5, 'e': 0.6440364210831414}",20,10,-12.909541356817634,"{0: 8, 1: 0, 2: 1, 3: 1, 4: 0}",1
45,False,"{'a': 0.5, 'e': 0.6376281516217733}",30,17,-53.67681707707603,"{0: 8, 1: 1, 2: 2, 3: 2, 4: 0}",1
46,False,"{'a': 0.5, 'e': 0.631283645506926}",20,0,-17.178670107539805,"{0: 15, 1: 3, 2: 2, 3: 0, 4: 0}",0
47,False,"{'a': 0.5, 'e': 0.6250022682827008}",20,0,-34.03906787385361,"{0: 14, 1: 4, 2: 1, 3: 1, 4: 0}",0
48,False,"{'a': 0.5, 'e': 0.6187833918061408}",25,5,-5.462189058554747,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",1
49,False,"{'a': 0.5, 'e': 0.6126263941844161}",20,0,-37.10383546966329,"{0: 16, 1: 2, 2: 1, 3: 0, 4: 1}",0
50,False,"{'a': 0.5, 'e': 0.6065306597126334}",20,3,-61.19830203826593,"{0: 12, 1: 1, 2: 3, 3: 0, 4: 1}",1
51,False,"{'a': 0.5, 'e': 0.6004955788122659}",30,3,-6.965824260563442,"{0: 22, 1: 2, 2: 3, 3: 0, 4: 0}",1
52,False,"{'a': 0.5, 'e': 0.5945205479701944}",35,19,-25.778340167356216,"{0: 12, 1: 1, 2: 2, 3: 1, 4: 0}",1
53,False,"{'a': 0.5, 'e': 0.5886049696783552}",20,3,-29.979996860930303,"{0: 13, 1: 1, 2: 2, 3: 1, 4: 0}",1
54,False,"{'a': 0.5, 'e': 0.5827482523739896}",25,4,-172.29271626756966,"{0: 12, 1: 0, 2: 5, 3: 1, 4: 3}",1
55,False,"{'a': 0.5, 'e': 0.5769498103804866}",25,0,-75.9538764351926,"{0: 18, 1: 2, 2: 3, 3: 1, 4: 1}",1
56,False,"{'a': 0.5, 'e': 0.5712090638488149}",20,0,-25.864371911070883,"{0: 14, 1: 3, 2: 3, 3: 0, 4: 0}",0
57,False,"{'a': 0.5, 'e': 0.5655254386995371}",25,1,-54.99081109627406,"{0: 16, 1: 3, 2: 4, 3: 1, 4: 0}",1
58,False,"{'a': 0.5, 'e': 0.559898366565402}",30,0,-46.34457187247152,"{0: 21, 1: 3, 2: 6, 3: 0, 4: 0}",0
59,False,"{'a': 0.5, 'e': 0.5543272847345071}",20,10,-5.163151010281465,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 0}",1
60,False,"{'a': 0.5, 'e': 0.5488116360940265}",20,2,-31.143264065344678,"{0: 13, 1: 1, 2: 4, 3: 0, 4: 0}",1
61,False,"{'a': 0.5, 'e': 0.5433508690744998}",20,0,-24.54381660540857,"{0: 16, 1: 0, 2: 4, 3: 0, 4: 0}",0
62,False,"{'a': 0.5, 'e': 0.5379444375946745}",20,5,-25.025107410662535,"{0: 11, 1: 2, 2: 1, 3: 1, 4: 0}",1
63,False,"{'a': 0.5, 'e': 0.5325918010068972}",30,2,-103.01958892056861,"{0: 21, 1: 0, 2: 5, 3: 0, 4: 2}",1
64,False,"{'a': 0.5, 'e': 0.5272924240430485}",20,0,-29.420515107365002,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
65,False,"{'a': 0.5, 'e': 0.522045776761016}",20,6,-77.47904686623747,"{0: 8, 1: 2, 2: 2, 3: 1, 4: 1}",1
66,False,"{'a': 0.5, 'e': 0.5168513344916992}",25,12,-15.401991512525669,"{0: 10, 1: 0, 2: 3, 3: 0, 4: 0}",1
67,False,"{'a': 0.5, 'e': 0.5117085777865424}",20,0,-16.06449002883736,"{0: 15, 1: 3, 2: 2, 3: 0, 4: 0}",0
68,False,"{'a': 0.5, 'e': 0.5066169923655895}",20,15,3.880707723895389,"{0: 4, 1: 1, 2: 0, 3: 0, 4: 0}",1
69,False,"{'a': 0.5, 'e': 0.5015760690660555}",20,0,-128.43125202525783,"{0: 14, 1: 1, 2: 2, 3: 0, 4: 3}",0
70,False,"{'a': 0.5, 'e': 0.49658530379140947}",20,0,-73.73859675173686,"{0: 16, 1: 2, 2: 0, 3: 0, 4: 2}",0
71,False,"{'a': 0.5, 'e': 0.4916441974609651}",35,0,-165.240231683137,"{0: 23, 1: 1, 2: 7, 3: 2, 4: 2}",0
72,False,"{'a': 0.5, 'e': 0.4867522559599717}",20,0,28.540566795662883,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
73,False,"{'a': 0.5, 'e': 0.48190899009020244}",25,1,-54.005576680416475,"{0: 19, 1: 0, 2: 4, 3: 0, 4: 1}",1
74,False,"{'a': 0.5, 'e': 0.4771139155210344}",20,11,-12.770613410095436,"{0: 6, 1: 1, 2: 2, 3: 0, 4: 0}",1
75,False,"{'a': 0.5, 'e': 0.4723665527410147}",20,12,-26.211599610452577,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 1}",1
76,False,"{'a': 0.5, 'e': 0.46766642700990924}",25,3,-71.83400879719917,"{0: 16, 1: 1, 2: 3, 3: 1, 4: 1}",1
77,False,"{'a': 0.5, 'e': 0.46301306831122807}",25,9,27.19425035948277,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
78,False,"{'a': 0.5, 'e': 0.4584060113052235}",20,0,-101.59251356814296,"{0: 11, 1: 2, 2: 5, 3: 1, 4: 1}",0
79,False,"{'a': 0.5, 'e': 0.45384479528235583}",20,0,-37.58886355998859,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",0
80,False,"{'a': 0.5, 'e': 0.44932896411722156}",25,10,-1.485273673601504,"{0: 13, 1: 0, 2: 2, 3: 0, 4: 0}",1
81,False,"{'a': 0.5, 'e': 0.4448580662229411}",35,8,1.2893488296726374,"{0: 23, 1: 1, 2: 3, 3: 0, 4: 0}",1
82,False,"{'a': 0.5, 'e': 0.44043165450599925}",30,0,-6.505452485761758,"{0: 26, 1: 1, 2: 3, 3: 0, 4: 0}",0
83,False,"{'a': 0.5, 'e': 0.43604928632153556}",20,1,-13.36727157919541,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 1}",1
84,False,"{'a': 0.5, 'e': 0.43171052342907973}",20,5,-37.131116309032464,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 1}",1
85,False,"{'a': 0.5, 'e': 0.4274149319487267}",20,9,11.416478075824616,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
86,False,"{'a': 0.5, 'e': 0.4231620823177488}",35,0,-36.187315120888144,"{0: 29, 1: 2, 2: 3, 3: 0, 4: 1}",1
87,False,"{'a': 0.5, 'e': 0.418951549247639}",20,12,-64.0151833887956,"{0: 4, 1: 0, 2: 3, 3: 0, 4: 1}",1
88,False,"{'a': 0.5, 'e': 0.4147829116815814}",20,0,-13.652518273583958,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 0}",1
89,False,"{'a': 0.5, 'e': 0.4106557527523455}",35,8,-18.090657195722763,"{0: 24, 1: 1, 2: 1, 3: 0, 4: 1}",1
90,False,"{'a': 0.5, 'e': 0.4065696597405991}",20,13,13.643974945707873,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
91,False,"{'a': 0.5, 'e': 0.40252422403363597}",25,19,10.396711493731457,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
92,False,"{'a': 0.5, 'e': 0.39851904108451414}",20,0,-7.640090173004408,"{0: 16, 1: 2, 2: 2, 3: 0, 4: 0}",0
93,False,"{'a': 0.5, 'e': 0.3945537103716011}",25,2,16.88722602523293,"{0: 21, 1: 1, 2: 1, 3: 0, 4: 0}",1
94,False,"{'a': 0.5, 'e': 0.3906278353585211}",20,0,-5.12932927933691,"{0: 16, 1: 2, 2: 2, 3: 0, 4: 0}",0
95,False,"{'a': 0.5, 'e': 0.3867410234545012}",25,14,-44.42524289002128,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 1}",1
96,False,"{'a': 0.5, 'e': 0.38289288597511206}",20,2,7.929413008190721,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 0}",1
97,False,"{'a': 0.5, 'e': 0.37908303810339883}",25,8,15.828876092453367,"{0: 15, 1: 2, 2: 0, 3: 0, 4: 0}",1
98,False,"{'a': 0.5, 'e': 0.37531109885139957}",20,4,15.233251366710952,"{0: 15, 1: 1, 2: 0, 3: 0, 4: 0}",1
99,False,"{'a': 0.5, 'e': 0.3715766910220457}",20,12,-11.534148285714515,"{0: 7, 1: 0, 2: 0, 3: 1, 4: 0}",1
100,False,"{'a': 0.5, 'e': 0.36787944117144233}",20,3,13.73551860300849,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
101,False,"{'a': 0.5, 'e': 0.3642189795715233}",20,4,6.543166807832174,"{0: 14, 1: 1, 2: 1, 3: 0, 4: 0}",1
102,False,"{'a': 0.5, 'e': 0.3605949401730783}",20,11,-81.04908761773407,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 2}",1
103,False,"{'a': 0.5, 'e': 0.3570069605691474}",35,24,19.155743900960633,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
104,False,"{'a': 0.5, 'e': 0.35345468195878016}",25,9,-8.34261249188813,"{0: 13, 1: 0, 2: 3, 3: 0, 4: 0}",1
105,False,"{'a': 0.5, 'e': 0.3499377491111553}",20,5,-50.304225447061754,"{0: 9, 1: 1, 2: 4, 3: 1, 4: 0}",1
106,False,"{'a': 0.5, 'e': 0.3464558103300574}",20,16,7.22620318247907,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
107,False,"{'a': 0.5, 'e': 0.34300851741870664}",20,4,-60.060025393005255,"{0: 12, 1: 0, 2: 2, 3: 1, 4: 1}",1
108,False,"{'a': 0.5, 'e': 0.3395955256449391}",20,0,-5.093680969800363,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",0
109,False,"{'a': 0.5, 'e': 0.33621649370673334}",30,5,39.24421210408747,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",1
110,False,"{'a': 0.5, 'e': 0.33287108369807955}",20,10,8.066270571352426,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
111,False,"{'a': 0.5, 'e': 0.32955896107518906}",25,13,22.08533740615608,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
112,False,"{'a': 0.5, 'e': 0.32627979462303947}",25,1,26.68323035330003,"{0: 22, 1: 1, 2: 1, 3: 0, 4: 0}",1
113,False,"{'a': 0.5, 'e': 0.3230332564222529}",20,3,-9.41293317307017,"{0: 13, 1: 2, 2: 2, 3: 0, 4: 0}",1
114,False,"{'a': 0.5, 'e': 0.31981902181630384}",20,0,-55.05833914298313,"{0: 15, 1: 0, 2: 4, 3: 0, 4: 1}",0
115,False,"{'a': 0.5, 'e': 0.31663676937905316}",20,0,-25.732119088123795,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",1
116,False,"{'a': 0.5, 'e': 0.3134861808826053}",25,6,-44.06461638411158,"{0: 14, 1: 3, 2: 1, 3: 0, 4: 1}",1
117,False,"{'a': 0.5, 'e': 0.31036694126548503}",20,4,2.784389435273181,"{0: 14, 1: 0, 2: 2, 3: 0, 4: 0}",1
118,False,"{'a': 0.5, 'e': 0.30727873860113125}",20,9,19.71270429058943,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
119,False,"{'a': 0.5, 'e': 0.3042212640667041}",25,11,6.577468293490604,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
120,False,"{'a': 0.5, 'e': 0.30119421191220214}",25,16,-3.5677057384405453,"{0: 8, 1: 0, 2: 0, 3: 1, 4: 0}",1
121,False,"{'a': 0.5, 'e': 0.2981972794298874}",20,0,-47.07322538911989,"{0: 16, 1: 0, 2: 1, 3: 3, 4: 0}",0
122,False,"{'a': 0.5, 'e': 0.2952301669240142}",20,1,-21.158007949250045,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 1}",1
123,False,"{'a': 0.5, 'e': 0.2922925776808594}",35,27,15.951087431226776,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
124,False,"{'a': 0.5, 'e': 0.2893842179390506}",20,5,-20.020302155444107,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 1}",1
125,False,"{'a': 0.5, 'e': 0.2865047968601901}",25,2,21.920199857912877,"{0: 21, 1: 1, 2: 1, 3: 0, 4: 0}",1
126,False,"{'a': 0.5, 'e': 0.2836540264997704}",25,20,6.9220151435719455,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
127,False,"{'a': 0.5, 'e': 0.2808316217783798}",30,1,-44.88252767418363,"{0: 25, 1: 0, 2: 2, 3: 1, 4: 1}",1
128,False,"{'a': 0.5, 'e': 0.27803730045319414}",30,13,30.43021687998554,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
129,False,"{'a': 0.5, 'e': 0.27527078308975234}",20,6,27.570000290015095,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
130,False,"{'a': 0.5, 'e': 0.2725317930340126}",25,11,18.473483440881576,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
131,False,"{'a': 0.5, 'e': 0.2698200563846868}",20,10,-79.36268504390483,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 2}",1
132,False,"{'a': 0.5, 'e': 0.26713530196585034}",25,8,28.323006642495724,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
133,False,"{'a': 0.5, 'e': 0.26447726129982396}",30,7,-15.593845204983989,"{0: 18, 1: 1, 2: 4, 3: 0, 4: 0}",1
134,False,"{'a': 0.5, 'e': 0.261845668580326}",20,8,8.84683195783441,"{0: 10, 1: 2, 2: 0, 3: 0, 4: 0}",1
135,False,"{'a': 0.5, 'e': 0.2592402606458915}",25,0,-20.604207814588648,"{0: 22, 1: 0, 2: 2, 3: 0, 4: 1}",0
136,False,"{'a': 0.5, 'e': 0.2566607769535559}",25,7,5.707624966911059,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 0}",1
137,False,"{'a': 0.5, 'e': 0.25410695955280027}",20,0,8.155412078978753,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",0
138,False,"{'a': 0.5, 'e': 0.25157855305975646}",20,16,9.083644062894177,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
139,False,"{'a': 0.5, 'e': 0.24907530463166816}",25,6,24.316022157586822,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 0}",1
140,False,"{'a': 0.5, 'e': 0.24659696394160643}",25,19,10.744055774207624,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
141,False,"{'a': 0.5, 'e': 0.2441432831534371}",25,17,-8.14661486077903,"{0: 6, 1: 0, 2: 2, 3: 0, 4: 0}",1
142,False,"{'a': 0.5, 'e': 0.24171401689703645}",20,15,0.4763661150942107,"{0: 4, 1: 1, 2: 0, 3: 0, 4: 0}",1
143,False,"{'a': 0.5, 'e': 0.23930892224375455}",25,20,10.155496236451844,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
144,False,"{'a': 0.5, 'e': 0.23692775868212176}",20,0,4.543046834366054,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
145,False,"{'a': 0.5, 'e': 0.23457028809379765}",30,18,14.283813170781753,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
146,False,"{'a': 0.5, 'e': 0.23223627472975883}",30,10,28.361500857581753,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
147,False,"{'a': 0.5, 'e': 0.22992548518672384}",20,0,-30.36143377325843,"{0: 17, 1: 2, 2: 0, 3: 0, 4: 1}",0
148,False,"{'a': 0.5, 'e': 0.22763768838381274}",30,22,-8.33384884076745,"{0: 7, 1: 0, 2: 0, 3: 1, 4: 0}",1
149,False,"{'a': 0.5, 'e': 0.22537265553943872}",20,12,-45.557970957293506,"{0: 5, 1: 1, 2: 1, 3: 0, 4: 1}",1
150,False,"{'a': 0.5, 'e': 0.22313016014842982}",25,5,10.934746430100557,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",1
151,False,"{'a': 0.5, 'e': 0.2209099779593782}",25,13,-19.57552705103948,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
152,False,"{'a': 0.5, 'e': 0.21871188695221475}",20,9,-49.939576313804324,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 1}",1
153,False,"{'a': 0.5, 'e': 0.21653566731600707}",30,22,5.0250005720897954,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
154,False,"{'a': 0.5, 'e': 0.21438110142697794}",20,14,13.597979698606,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
155,False,"{'a': 0.5, 'e': 0.21224797382674304}",30,16,7.764193834607501,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
156,False,"{'a': 0.5, 'e': 0.21013607120076472}",20,14,9.850401434416831,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
157,False,"{'a': 0.5, 'e': 0.20804518235702046}",30,16,20.2829997469852,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
158,False,"{'a': 0.5, 'e': 0.20597509820488344}",20,0,-44.25928134392242,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 1}",0
159,False,"{'a': 0.5, 'e': 0.20392561173421342}",20,14,7.5683696244738705,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 0}",1
160,False,"{'a': 0.5, 'e': 0.20189651799465538}",20,16,6.960714240039991,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
161,False,"{'a': 0.5, 'e': 0.1998876140751445}",20,10,-6.614394824235571,"{0: 7, 1: 2, 2: 1, 3: 0, 4: 0}",1
162,False,"{'a': 0.5, 'e': 0.19789869908361465}",30,0,-2.786199548089199,"{0: 26, 1: 0, 2: 4, 3: 0, 4: 0}",0
163,False,"{'a': 0.5, 'e': 0.19592957412690934}",25,2,35.78046292429376,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
164,False,"{'a': 0.5, 'e': 0.19398004229089189}",20,9,0.4857982610864857,"{0: 9, 1: 1, 2: 1, 3: 0, 4: 0}",1
165,False,"{'a': 0.5, 'e': 0.19204990862075408}",25,2,-45.384735211639395,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 2}",1
166,False,"{'a': 0.5, 'e': 0.1901389801015205}",20,10,20.761055365160022,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
167,False,"{'a': 0.5, 'e': 0.1882470656387468}",20,0,-4.526037658737287,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
168,False,"{'a': 0.5, 'e': 0.18637397603940997}",25,20,10.658144205672452,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
169,False,"{'a': 0.5, 'e': 0.18451952399298926}",25,13,20.211457901461632,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
170,False,"{'a': 0.5, 'e': 0.18268352405273466}",20,11,-3.440555118353892,"{0: 8, 1: 0, 2: 0, 3: 1, 4: 0}",1
171,False,"{'a': 0.5, 'e': 0.1808657926171221}",20,15,2.955895230257954,"{0: 4, 1: 1, 2: 0, 3: 0, 4: 0}",1
172,False,"{'a': 0.5, 'e': 0.17906614791149322}",20,12,13.965006734096665,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
173,False,"{'a': 0.5, 'e': 0.17728440996987782}",20,0,-9.38123414584672,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
174,False,"{'a': 0.5, 'e': 0.17552040061699686}",20,12,17.008453313358753,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
175,False,"{'a': 0.5, 'e': 0.17377394345044514}",20,16,9.810087085259644,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
176,False,"{'a': 0.5, 'e': 0.17204486382305054}",25,3,35.91583188870113,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
177,False,"{'a': 0.5, 'e': 0.17033298882540943}",30,13,18.575312354069755,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
178,False,"{'a': 0.5, 'e': 0.1686381472685955}",20,10,18.404603323747363,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
179,False,"{'a': 0.5, 'e': 0.1669601696670407}",20,12,-42.2130211700959,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 1}",1
180,False,"{'a': 0.5, 'e': 0.16529888822158653}",25,7,18.75756404499594,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
181,False,"{'a': 0.5, 'e': 0.16365413680270405}",20,3,30.054055369088395,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
182,False,"{'a': 0.5, 'e': 0.16202575093388075}",20,4,2.3637081998300795,"{0: 13, 1: 2, 2: 1, 3: 0, 4: 0}",1
183,False,"{'a': 0.5, 'e': 0.16041356777517274}",25,13,21.218843974998688,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
184,False,"{'a': 0.5, 'e': 0.15881742610692068}",25,7,23.93215571922382,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 0}",1
